11/13/2022,6:16:11 PM,27.4, -OL, -OL,29.7
11/13/2022,6:22:41 PM,30.8, -OL, -OL,30.5
11/13/2022,6:22:51 PM,31.0, -OL, -OL,30.5
11/13/2022,6:23:01 PM,31.0, -OL, -OL,30.5
11/13/2022,6:23:11 PM,31.1, -OL, -OL,30.5
11/13/2022,6:23:21 PM,31.1, -OL, -OL,30.5
11/13/2022,6:23:31 PM,31.2, -OL, -OL,30.3
11/13/2022,6:23:41 PM,31.2, -OL, -OL,30.3
11/13/2022,6:23:51 PM,31.3, -OL, -OL,30.2
11/13/2022,6:24:01 PM,31.3, -OL, -OL,30.2
11/13/2022,6:24:11 PM,31.4, -OL, -OL,30.2
11/13/2022,6:24:21 PM,31.4, -OL, -OL,30.1
11/13/2022,6:24:31 PM,31.6, -OL, -OL,30.1
11/13/2022,6:24:41 PM,31.6, -OL, -OL,30.1
11/13/2022,6:24:51 PM,31.7, -OL, -OL,30.1
11/13/2022,6:25:01 PM,31.7, -OL, -OL,30.2
11/13/2022,6:25:11 PM,31.8, -OL, -OL,30.2
11/13/2022,6:25:21 PM,31.8, -OL, -OL,30.4
11/13/2022,6:25:31 PM,31.9, -OL, -OL,30.4
11/13/2022,6:25:41 PM,31.9, -OL, -OL,30.5
11/13/2022,6:25:51 PM,32.1, -OL, -OL,30.5
11/13/2022,6:26:01 PM,32.1, -OL, -OL,30.5
11/13/2022,6:26:11 PM,32.2, -OL, -OL,30.5
11/13/2022,6:26:21 PM,32.2, -OL, -OL,30.5
11/13/2022,6:26:31 PM,32.3, -OL, -OL,30.5
11/13/2022,6:26:41 PM,32.3, -OL, -OL,30.5
11/13/2022,6:26:51 PM,32.4, -OL, -OL,30.5
11/13/2022,6:27:01 PM,32.4, -OL, -OL,30.5
11/13/2022,6:27:11 PM,32.4, -OL, -OL,30.3
11/13/2022,6:27:21 PM,32.5, -OL, -OL,30.3
11/13/2022,6:27:31 PM,32.5, -OL, -OL,30.2
11/13/2022,6:27:41 PM,32.6, -OL, -OL,30.2
11/13/2022,6:27:51 PM,32.6, -OL, -OL,30.1
11/13/2022,6:28:01 PM,32.6, -OL, -OL,30.1
11/13/2022,6:28:11 PM,32.8, -OL, -OL,30.0
11/13/2022,6:28:21 PM,32.8, -OL, -OL,30.0
11/13/2022,6:28:31 PM,32.9, -OL, -OL,30.0
11/13/2022,6:28:41 PM,32.9, -OL, -OL,30.0
11/13/2022,6:28:51 PM,32.9, -OL, -OL,30.0
11/13/2022,6:29:01 PM,33.0, -OL, -OL,30.0
11/13/2022,6:29:11 PM,33.0, -OL, -OL,30.1
11/13/2022,6:29:21 PM,33.1, -OL, -OL,30.3
11/13/2022,6:29:31 PM,33.1, -OL, -OL,30.4
11/13/2022,6:29:41 PM,33.1, -OL, -OL,30.5
11/13/2022,6:29:51 PM,33.2, -OL, -OL,30.5
11/13/2022,6:30:01 PM,33.2, -OL, -OL,30.5
11/13/2022,6:30:11 PM,33.4, -OL, -OL,30.5
11/13/2022,6:30:21 PM,33.4, -OL, -OL,30.5
11/13/2022,6:30:31 PM,33.4, -OL, -OL,30.5
11/13/2022,6:30:41 PM,33.5, -OL, -OL,30.5
11/13/2022,6:30:51 PM,33.5, -OL, -OL,30.5
11/13/2022,6:31:01 PM,33.5, -OL, -OL,30.4
