11/15/2022,5:58:35 PM,27.1, -OL, -OL,29.7
11/15/2022,6:07:45 PM,29.4, -OL, -OL,30.3
11/15/2022,6:07:55 PM,29.5, -OL, -OL,30.3
11/15/2022,6:08:05 PM,29.5, -OL, -OL,30.3
11/15/2022,6:08:15 PM,29.5, -OL, -OL,30.3
11/15/2022,6:08:25 PM,29.5, -OL, -OL,30.3
11/15/2022,6:08:35 PM,29.6, -OL, -OL,30.3
11/15/2022,6:08:45 PM,29.6, -OL, -OL,30.3
11/15/2022,6:08:55 PM,29.6, -OL, -OL,30.3
11/15/2022,6:09:05 PM,29.6, -OL, -OL,30.3
11/15/2022,6:09:15 PM,29.7, -OL, -OL,30.3
11/15/2022,6:09:25 PM,29.7, -OL, -OL,30.3
11/15/2022,6:09:35 PM,29.7, -OL, -OL,30.3
11/15/2022,6:09:45 PM,29.9, -OL, -OL,30.3
11/15/2022,6:09:55 PM,29.9, -OL, -OL,30.3
11/15/2022,6:10:05 PM,29.9, -OL, -OL,30.3
11/15/2022,6:10:15 PM,29.9, -OL, -OL,30.4
11/15/2022,6:10:25 PM,30.0, -OL, -OL,30.4
11/15/2022,6:10:35 PM,30.0, -OL, -OL,30.4
11/15/2022,6:10:45 PM,30.0, -OL, -OL,30.4
11/15/2022,6:10:55 PM,30.1, -OL, -OL,30.4
11/15/2022,6:11:05 PM,30.1, -OL, -OL,30.4
11/15/2022,6:11:15 PM,30.1, -OL, -OL,30.4
11/15/2022,6:11:25 PM,30.1, -OL, -OL,30.4
11/15/2022,6:11:35 PM,30.2, -OL, -OL,30.4
11/15/2022,6:11:45 PM,30.2, -OL, -OL,30.4
11/15/2022,6:11:55 PM,30.2, -OL, -OL,30.4
11/15/2022,6:12:05 PM,30.2, -OL, -OL,30.4
11/15/2022,6:12:15 PM,30.3, -OL, -OL,30.4
11/15/2022,6:12:25 PM,30.3, -OL, -OL,30.4
11/15/2022,6:12:35 PM,30.3, -OL, -OL,30.4
11/15/2022,6:12:45 PM,30.3, -OL, -OL,30.4
11/15/2022,6:12:55 PM,30.3, -OL, -OL,30.4
11/15/2022,6:13:05 PM,30.4, -OL, -OL,30.4
11/15/2022,6:13:15 PM,30.4, -OL, -OL,30.4
11/15/2022,6:13:25 PM,30.4, -OL, -OL,30.4
