11/14/2022,2:37:26 PM,27.1, -OL, -OL,29.9
11/14/2022,2:46:46 PM,32.1, -OL, -OL,30.7
11/14/2022,2:46:56 PM,32.2, -OL, -OL,30.7
11/14/2022,2:47:06 PM,32.2, -OL, -OL,30.7
11/14/2022,2:47:16 PM,32.3, -OL, -OL,30.6
11/14/2022,2:47:26 PM,32.3, -OL, -OL,30.6
11/14/2022,2:47:36 PM,32.4, -OL, -OL,30.5
11/14/2022,2:47:46 PM,32.4, -OL, -OL,30.5
11/14/2022,2:47:56 PM,32.6, -OL, -OL,30.5
11/14/2022,2:48:06 PM,32.6, -OL, -OL,30.4
11/14/2022,2:48:16 PM,32.7, -OL, -OL,30.4
11/14/2022,2:48:26 PM,32.7, -OL, -OL,30.4
11/14/2022,2:48:36 PM,32.8, -OL, -OL,30.3
11/14/2022,2:48:46 PM,32.8, -OL, -OL,30.3
11/14/2022,2:48:56 PM,32.8, -OL, -OL,30.3
11/14/2022,2:49:06 PM,32.9, -OL, -OL,30.3
11/14/2022,2:49:16 PM,32.9, -OL, -OL,30.3
11/14/2022,2:49:26 PM,33.1, -OL, -OL,30.3
11/14/2022,2:49:36 PM,33.1, -OL, -OL,30.3
11/14/2022,2:49:46 PM,33.1, -OL, -OL,30.3
11/14/2022,2:49:56 PM,33.2, -OL, -OL,30.3
11/14/2022,2:50:06 PM,33.2, -OL, -OL,30.3
11/14/2022,2:50:16 PM,33.3, -OL, -OL,30.3
11/14/2022,2:50:26 PM,33.3, -OL, -OL,30.3
11/14/2022,2:50:36 PM,33.3, -OL, -OL,30.3
11/14/2022,2:50:46 PM,33.4, -OL, -OL,30.3
11/14/2022,2:50:56 PM,33.4, -OL, -OL,30.3
11/14/2022,2:51:06 PM,33.5, -OL, -OL,30.3
11/14/2022,2:51:16 PM,33.5, -OL, -OL,30.3
11/14/2022,2:51:26 PM,33.7, -OL, -OL,30.3
11/14/2022,2:51:36 PM,33.7, -OL, -OL,30.3
11/14/2022,2:51:46 PM,33.7, -OL, -OL,30.3
11/14/2022,2:51:56 PM,33.8, -OL, -OL,30.3
11/14/2022,2:52:06 PM,33.8, -OL, -OL,30.3
11/14/2022,2:52:16 PM,33.8, -OL, -OL,30.3
