11/16/2022,5:02:53 PM,27.0, -OL, -OL,29.5
11/16/2022,5:03:03 PM,27.3, -OL, -OL,29.8
11/16/2022,5:03:13 PM,27.4, -OL, -OL,30.1
11/16/2022,5:03:23 PM,27.7, -OL, -OL,30.2
11/16/2022,5:03:33 PM,27.9, -OL, -OL,30.3
11/16/2022,5:03:43 PM,28.1, -OL, -OL,30.3
11/16/2022,5:03:53 PM,28.4, -OL, -OL,30.4
11/16/2022,5:04:03 PM,28.6, -OL, -OL,30.4
11/16/2022,5:04:13 PM,28.8, -OL, -OL,30.4
11/16/2022,5:04:23 PM,28.9, -OL, -OL,30.4
11/16/2022,5:04:33 PM,29.2, -OL, -OL,30.4
11/16/2022,5:04:43 PM,29.3, -OL, -OL,30.4
11/16/2022,5:04:53 PM,29.4, -OL, -OL,30.4
11/16/2022,5:05:03 PM,29.6, -OL, -OL,30.4
11/16/2022,5:05:13 PM,29.9, -OL, -OL,30.4
11/16/2022,5:05:23 PM,30.0, -OL, -OL,30.4
11/16/2022,5:05:33 PM,30.1, -OL, -OL,30.4
11/16/2022,5:05:43 PM,30.3, -OL, -OL,30.4
11/16/2022,5:05:53 PM,30.4, -OL, -OL,30.4
11/16/2022,5:06:03 PM,30.7, -OL, -OL,30.4
11/16/2022,5:06:13 PM,30.8, -OL, -OL,30.4
11/16/2022,5:06:23 PM,30.9, -OL, -OL,30.4
11/16/2022,5:06:33 PM,31.1, -OL, -OL,30.4
11/16/2022,5:06:43 PM,31.2, -OL, -OL,30.4
11/16/2022,5:06:53 PM,31.3, -OL, -OL,30.6
11/16/2022,5:07:03 PM,31.4, -OL, -OL,30.6
11/16/2022,5:07:13 PM,31.6, -OL, -OL,30.6
11/16/2022,5:07:23 PM,31.7, -OL, -OL,30.6
11/16/2022,5:07:33 PM,31.8, -OL, -OL,30.7
11/16/2022,5:07:43 PM,31.9, -OL, -OL,30.7
11/16/2022,5:07:53 PM,32.1, -OL, -OL,30.7
11/16/2022,5:08:03 PM,32.2, -OL, -OL,30.7
11/16/2022,5:08:13 PM,32.3, -OL, -OL,30.7
11/16/2022,5:08:23 PM,32.4, -OL, -OL,30.7
11/16/2022,5:08:33 PM,32.4, -OL, -OL,30.7
11/16/2022,5:08:43 PM,32.6, -OL, -OL,30.7
11/16/2022,5:08:53 PM,32.7, -OL, -OL,30.6
11/16/2022,5:09:03 PM,32.8, -OL, -OL,30.6
11/16/2022,5:09:13 PM,32.9, -OL, -OL,30.6
11/16/2022,5:09:23 PM,33.1, -OL, -OL,30.4
11/16/2022,5:09:33 PM,33.2, -OL, -OL,30.4
11/16/2022,5:09:43 PM,33.2, -OL, -OL,30.3
11/16/2022,5:09:53 PM,33.3, -OL, -OL,30.3
11/16/2022,5:10:03 PM,33.4, -OL, -OL,30.3
11/16/2022,5:10:13 PM,33.6, -OL, -OL,30.3
11/16/2022,5:10:23 PM,33.6, -OL, -OL,30.3
11/16/2022,5:10:33 PM,33.7, -OL, -OL,30.3
11/16/2022,5:10:43 PM,33.8, -OL, -OL,30.3
11/16/2022,5:10:53 PM,33.9, -OL, -OL,30.3
11/16/2022,5:11:03 PM,33.9, -OL, -OL,30.3
11/16/2022,5:11:13 PM,34.1, -OL, -OL,30.3
11/16/2022,5:11:23 PM,34.2, -OL, -OL,30.3
11/16/2022,5:11:33 PM,34.2, -OL, -OL,30.3
11/16/2022,5:11:43 PM,34.3, -OL, -OL,30.3
11/16/2022,5:11:53 PM,34.4, -OL, -OL,30.3
11/16/2022,5:12:03 PM,34.4, -OL, -OL,30.3
11/16/2022,5:12:13 PM,34.6, -OL, -OL,30.3
11/16/2022,5:12:23 PM,34.7, -OL, -OL,30.3
11/16/2022,5:12:33 PM,34.7, -OL, -OL,30.3
11/16/2022,5:12:43 PM,34.8, -OL, -OL,30.3
11/16/2022,5:12:53 PM,34.8, -OL, -OL,30.3
11/16/2022,5:13:03 PM,34.9, -OL, -OL,30.3
11/16/2022,5:13:13 PM,35.1, -OL, -OL,30.3
11/16/2022,5:13:23 PM,35.1, -OL, -OL,30.4
11/16/2022,5:13:33 PM,35.2, -OL, -OL,30.4
11/16/2022,5:13:43 PM,35.2, -OL, -OL,30.4
11/16/2022,5:13:53 PM,35.3, -OL, -OL,30.4
11/16/2022,5:14:03 PM,35.3, -OL, -OL,30.4
11/16/2022,5:14:13 PM,35.4, -OL, -OL,30.4
11/16/2022,5:14:23 PM,35.6, -OL, -OL,30.4
11/16/2022,5:14:33 PM,35.6, -OL, -OL,30.4
11/16/2022,5:14:43 PM,35.6, -OL, -OL,30.4
11/16/2022,5:14:53 PM,35.7, -OL, -OL,30.4
11/16/2022,5:15:03 PM,35.8, -OL, -OL,30.4
11/16/2022,5:15:13 PM,35.8, -OL, -OL,30.4
11/16/2022,5:15:23 PM,35.9, -OL, -OL,30.4
11/16/2022,5:15:33 PM,35.9, -OL, -OL,30.4
11/16/2022,5:15:43 PM,36.1, -OL, -OL,30.4
11/16/2022,5:15:53 PM,36.1, -OL, -OL,30.4
11/16/2022,5:16:03 PM,36.1, -OL, -OL,30.4
11/16/2022,5:16:13 PM,36.2, -OL, -OL,30.4
11/16/2022,5:16:23 PM,36.2, -OL, -OL,30.4
11/16/2022,5:16:33 PM,36.3, -OL, -OL,30.4
11/16/2022,5:16:43 PM,36.3, -OL, -OL,30.4
11/16/2022,5:16:53 PM,36.4, -OL, -OL,30.4
11/16/2022,5:17:03 PM,36.4, -OL, -OL,30.4
11/16/2022,5:17:13 PM,36.6, -OL, -OL,30.4
11/16/2022,5:17:23 PM,36.6, -OL, -OL,30.4
11/16/2022,5:17:33 PM,36.7, -OL, -OL,30.4
11/16/2022,5:17:43 PM,36.7, -OL, -OL,30.4
