11/16/2022,5:38:39 PM,27.1, -OL, -OL,30.9
11/16/2022,5:48:49 PM,30.0, -OL, -OL,30.2
11/16/2022,5:48:59 PM,30.0, -OL, -OL,30.2
11/16/2022,5:49:09 PM,30.1, -OL, -OL,30.2
11/16/2022,5:49:19 PM,30.1, -OL, -OL,30.2
11/16/2022,5:49:29 PM,30.1, -OL, -OL,30.2
11/16/2022,5:49:39 PM,30.1, -OL, -OL,30.3
11/16/2022,5:49:49 PM,30.2, -OL, -OL,30.3
11/16/2022,5:49:59 PM,30.2, -OL, -OL,30.3
11/16/2022,5:50:09 PM,30.2, -OL, -OL,30.3
11/16/2022,5:50:19 PM,30.3, -OL, -OL,30.3
11/16/2022,5:50:29 PM,30.3, -OL, -OL,30.3
11/16/2022,5:50:39 PM,30.3, -OL, -OL,30.3
11/16/2022,5:50:49 PM,30.3, -OL, -OL,30.3
11/16/2022,5:50:59 PM,30.5, -OL, -OL,30.3
11/16/2022,5:51:09 PM,30.5, -OL, -OL,30.3
11/16/2022,5:51:19 PM,30.5, -OL, -OL,30.3
11/16/2022,5:51:29 PM,30.5, -OL, -OL,30.4
11/16/2022,5:51:39 PM,30.5, -OL, -OL,30.4
11/16/2022,5:51:49 PM,30.6, -OL, -OL,30.4
11/16/2022,5:51:59 PM,30.6, -OL, -OL,30.4
11/16/2022,5:52:09 PM,30.6, -OL, -OL,30.4
11/16/2022,5:52:19 PM,30.6, -OL, -OL,30.4
11/16/2022,5:52:29 PM,30.7, -OL, -OL,30.4
11/16/2022,5:52:39 PM,30.7, -OL, -OL,30.4
11/16/2022,5:52:49 PM,30.7, -OL, -OL,30.4
11/16/2022,5:52:59 PM,30.7, -OL, -OL,30.4
11/16/2022,5:53:09 PM,30.8, -OL, -OL,30.4
11/16/2022,5:53:19 PM,30.8, -OL, -OL,30.4
11/16/2022,5:53:29 PM,30.8, -OL, -OL,30.6
