11/15/2022,4:28:28 PM,27.0, -OL, -OL,29.9
11/15/2022,4:28:38 PM,27.0, -OL, -OL,29.8
11/15/2022,4:28:48 PM,27.2, -OL, -OL,29.6
11/15/2022,4:28:58 PM,27.2, -OL, -OL,29.5
11/15/2022,4:29:08 PM,27.2, -OL, -OL,29.4
11/15/2022,4:29:18 PM,27.3, -OL, -OL,29.4
11/15/2022,4:29:28 PM,27.3, -OL, -OL,29.4
11/15/2022,4:29:38 PM,27.3, -OL, -OL,29.4
11/15/2022,4:29:48 PM,27.3, -OL, -OL,29.5
11/15/2022,4:29:58 PM,27.4, -OL, -OL,29.6
11/15/2022,4:30:08 PM,27.4, -OL, -OL,29.7
11/15/2022,4:30:18 PM,27.4, -OL, -OL,29.7
11/15/2022,4:30:28 PM,27.5, -OL, -OL,29.8
11/15/2022,4:30:38 PM,27.5, -OL, -OL,29.9
11/15/2022,4:30:48 PM,27.5, -OL, -OL,29.9
11/15/2022,4:30:58 PM,27.6, -OL, -OL,30.1
11/15/2022,4:31:08 PM,27.6, -OL, -OL,30.1
11/15/2022,4:31:18 PM,27.7, -OL, -OL,30.2
11/15/2022,4:31:28 PM,27.7, -OL, -OL,30.2
11/15/2022,4:31:38 PM,27.7, -OL, -OL,30.3
11/15/2022,4:31:48 PM,27.8, -OL, -OL,30.3
11/15/2022,4:31:58 PM,27.8, -OL, -OL,30.3
11/15/2022,4:32:08 PM,27.8, -OL, -OL,30.3
11/15/2022,4:32:18 PM,28.0, -OL, -OL,30.3
11/15/2022,4:32:28 PM,28.0, -OL, -OL,30.3
11/15/2022,4:32:38 PM,28.0, -OL, -OL,30.2
11/15/2022,4:32:48 PM,28.0, -OL, -OL,30.2
11/15/2022,4:32:58 PM,28.1, -OL, -OL,30.2
11/15/2022,4:33:08 PM,28.1, -OL, -OL,30.2
11/15/2022,4:33:18 PM,28.2, -OL, -OL,30.2
11/15/2022,4:33:28 PM,28.2, -OL, -OL,30.2
11/15/2022,4:33:38 PM,28.2, -OL, -OL,30.2
11/15/2022,4:33:48 PM,28.2, -OL, -OL,30.2
11/15/2022,4:33:58 PM,28.3, -OL, -OL,30.2
11/15/2022,4:34:08 PM,28.3, -OL, -OL,30.2
11/15/2022,4:34:18 PM,28.3, -OL, -OL,30.2
11/15/2022,4:34:28 PM,28.5, -OL, -OL,30.2
11/15/2022,4:34:38 PM,28.5, -OL, -OL,30.2
11/15/2022,4:34:48 PM,28.5, -OL, -OL,30.2
11/15/2022,4:34:58 PM,28.6, -OL, -OL,30.2
11/15/2022,4:35:08 PM,28.6, -OL, -OL,30.2
11/15/2022,4:35:18 PM,28.6, -OL, -OL,30.2
11/15/2022,4:35:28 PM,28.7, -OL, -OL,30.2
11/15/2022,4:35:38 PM,28.7, -OL, -OL,30.2
11/15/2022,4:35:48 PM,28.7, -OL, -OL,30.2
11/15/2022,4:35:58 PM,28.7, -OL, -OL,30.2
11/15/2022,4:36:08 PM,28.8, -OL, -OL,30.3
11/15/2022,4:36:18 PM,28.8, -OL, -OL,30.3
11/15/2022,4:36:28 PM,28.9, -OL, -OL,30.3
11/15/2022,4:36:38 PM,28.9, -OL, -OL,30.3
11/15/2022,4:36:48 PM,28.9, -OL, -OL,30.3
11/15/2022,4:36:58 PM,29.1, -OL, -OL,30.3
11/15/2022,4:37:08 PM,29.1, -OL, -OL,30.3
11/15/2022,4:37:18 PM,29.1, -OL, -OL,30.3
11/15/2022,4:37:28 PM,29.2, -OL, -OL,30.3
11/15/2022,4:37:38 PM,29.2, -OL, -OL,30.2
11/15/2022,4:37:48 PM,29.2, -OL, -OL,30.2
11/15/2022,4:37:58 PM,29.2, -OL, -OL,30.2
11/15/2022,4:38:08 PM,29.3, -OL, -OL,30.2
11/15/2022,4:38:18 PM,29.3, -OL, -OL,30.2
11/15/2022,4:38:28 PM,29.3, -OL, -OL,30.2
11/15/2022,4:38:38 PM,29.3, -OL, -OL,30.2
11/15/2022,4:38:48 PM,29.4, -OL, -OL,30.2
11/15/2022,4:38:58 PM,29.4, -OL, -OL,30.2
11/15/2022,4:39:08 PM,29.4, -OL, -OL,30.2
11/15/2022,4:39:18 PM,29.4, -OL, -OL,30.2
11/15/2022,4:39:28 PM,29.6, -OL, -OL,30.2
11/15/2022,4:39:38 PM,29.6, -OL, -OL,30.2
11/15/2022,4:39:48 PM,29.6, -OL, -OL,30.2
11/15/2022,4:39:58 PM,29.7, -OL, -OL,30.2
11/15/2022,4:40:08 PM,29.7, -OL, -OL,30.2
11/15/2022,4:40:18 PM,29.7, -OL, -OL,30.2
11/15/2022,4:40:28 PM,29.7, -OL, -OL,30.2
11/15/2022,4:40:38 PM,29.8, -OL, -OL,30.2
11/15/2022,4:40:48 PM,29.8, -OL, -OL,30.2
11/15/2022,4:40:58 PM,29.8, -OL, -OL,30.2
11/15/2022,4:41:08 PM,29.9, -OL, -OL,30.2
11/15/2022,4:41:18 PM,29.9, -OL, -OL,30.2
11/15/2022,4:41:28 PM,29.9, -OL, -OL,30.2
11/15/2022,4:41:38 PM,29.9, -OL, -OL,30.2
11/15/2022,4:41:48 PM,29.9, -OL, -OL,30.3
11/15/2022,4:41:58 PM,30.0, -OL, -OL,30.3
11/15/2022,4:42:08 PM,30.0, -OL, -OL,30.3
11/15/2022,4:42:18 PM,30.0, -OL, -OL,30.3
11/15/2022,4:42:28 PM,30.1, -OL, -OL,30.3
11/15/2022,4:42:38 PM,30.1, -OL, -OL,30.3
11/15/2022,4:42:48 PM,30.1, -OL, -OL,30.3
11/15/2022,4:42:58 PM,30.1, -OL, -OL,30.3
11/15/2022,4:43:08 PM,30.2, -OL, -OL,30.3
11/15/2022,4:43:18 PM,30.2, -OL, -OL,30.3
