11/16/2022,3:02:07 PM,27.1, -OL, -OL,30.0
11/16/2022,3:11:17 PM,29.4, -OL, -OL,30.1
11/16/2022,3:11:27 PM,29.6, -OL, -OL,30.2
11/16/2022,3:11:37 PM,29.6, -OL, -OL,30.2
11/16/2022,3:11:47 PM,29.6, -OL, -OL,30.2
11/16/2022,3:11:57 PM,29.6, -OL, -OL,30.2
11/16/2022,3:12:07 PM,29.7, -OL, -OL,30.2
11/16/2022,3:12:17 PM,29.7, -OL, -OL,30.2
11/16/2022,3:12:27 PM,29.7, -OL, -OL,30.2
11/16/2022,3:12:37 PM,29.7, -OL, -OL,30.2
11/16/2022,3:12:47 PM,29.8, -OL, -OL,30.2
11/16/2022,3:12:57 PM,29.8, -OL, -OL,30.2
11/16/2022,3:13:07 PM,29.8, -OL, -OL,30.3
11/16/2022,3:13:17 PM,29.9, -OL, -OL,30.3
11/16/2022,3:13:27 PM,29.9, -OL, -OL,30.3
11/16/2022,3:13:37 PM,29.9, -OL, -OL,30.3
11/16/2022,3:13:47 PM,29.9, -OL, -OL,30.3
11/16/2022,3:13:57 PM,29.9, -OL, -OL,30.3
11/16/2022,3:14:07 PM,30.1, -OL, -OL,30.3
11/16/2022,3:14:17 PM,30.1, -OL, -OL,30.3
11/16/2022,3:14:27 PM,30.1, -OL, -OL,30.3
11/16/2022,3:14:37 PM,30.1, -OL, -OL,30.3
11/16/2022,3:14:47 PM,30.1, -OL, -OL,30.3
11/16/2022,3:14:57 PM,30.2, -OL, -OL,30.4
11/16/2022,3:15:07 PM,30.2, -OL, -OL,30.4
11/16/2022,3:15:17 PM,30.2, -OL, -OL,30.4
11/16/2022,3:15:27 PM,30.2, -OL, -OL,30.4
11/16/2022,3:15:37 PM,30.3, -OL, -OL,30.4
11/16/2022,3:15:47 PM,30.3, -OL, -OL,30.4
11/16/2022,3:15:57 PM,30.3, -OL, -OL,30.4
11/16/2022,3:16:07 PM,30.3, -OL, -OL,30.4
11/16/2022,3:16:17 PM,30.3, -OL, -OL,30.4
11/16/2022,3:16:27 PM,30.3, -OL, -OL,30.4
11/16/2022,3:16:37 PM,30.4, -OL, -OL,30.4
11/16/2022,3:16:47 PM,30.4, -OL, -OL,30.4
11/16/2022,3:16:57 PM,30.4, -OL, -OL,30.4
