11/16/2022,3:02:07 PM,27.1, -OL, -OL,30.0
11/16/2022,3:02:17 PM,27.2, -OL, -OL,29.9
11/16/2022,3:02:27 PM,27.3, -OL, -OL,29.9
11/16/2022,3:02:37 PM,27.3, -OL, -OL,29.8
11/16/2022,3:02:47 PM,27.4, -OL, -OL,29.8
11/16/2022,3:02:57 PM,27.4, -OL, -OL,29.8
11/16/2022,3:03:07 PM,27.6, -OL, -OL,29.8
11/16/2022,3:03:17 PM,27.7, -OL, -OL,29.8
11/16/2022,3:03:27 PM,27.7, -OL, -OL,29.8
11/16/2022,3:03:37 PM,27.8, -OL, -OL,29.9
11/16/2022,3:03:47 PM,27.8, -OL, -OL,29.9
11/16/2022,3:03:57 PM,27.8, -OL, -OL,29.9
11/16/2022,3:04:07 PM,27.9, -OL, -OL,30.0
11/16/2022,3:04:17 PM,27.9, -OL, -OL,30.0
11/16/2022,3:04:27 PM,28.1, -OL, -OL,30.0
11/16/2022,3:04:37 PM,28.1, -OL, -OL,30.1
11/16/2022,3:04:47 PM,28.1, -OL, -OL,30.1
11/16/2022,3:04:57 PM,28.2, -OL, -OL,30.1
11/16/2022,3:05:07 PM,28.2, -OL, -OL,30.1
11/16/2022,3:05:17 PM,28.2, -OL, -OL,30.1
11/16/2022,3:05:27 PM,28.3, -OL, -OL,30.2
11/16/2022,3:05:37 PM,28.3, -OL, -OL,30.2
11/16/2022,3:05:47 PM,28.4, -OL, -OL,30.2
11/16/2022,3:05:57 PM,28.4, -OL, -OL,30.2
11/16/2022,3:06:07 PM,28.4, -OL, -OL,30.2
11/16/2022,3:06:17 PM,28.5, -OL, -OL,30.2
11/16/2022,3:06:27 PM,28.5, -OL, -OL,30.3
11/16/2022,3:06:37 PM,28.5, -OL, -OL,30.3
11/16/2022,3:06:47 PM,28.6, -OL, -OL,30.3
11/16/2022,3:06:57 PM,28.6, -OL, -OL,30.3
11/16/2022,3:07:07 PM,28.6, -OL, -OL,30.3
11/16/2022,3:07:17 PM,28.8, -OL, -OL,30.3
11/16/2022,3:07:27 PM,28.8, -OL, -OL,30.3
11/16/2022,3:07:37 PM,28.8, -OL, -OL,30.3
11/16/2022,3:07:47 PM,28.9, -OL, -OL,30.3
11/16/2022,3:07:57 PM,28.9, -OL, -OL,30.2
11/16/2022,3:08:07 PM,28.9, -OL, -OL,30.2
11/16/2022,3:08:17 PM,28.9, -OL, -OL,30.2
11/16/2022,3:08:27 PM,29.0, -OL, -OL,30.1
11/16/2022,3:08:37 PM,29.0, -OL, -OL,30.1
11/16/2022,3:08:47 PM,29.0, -OL, -OL,30.1
11/16/2022,3:08:57 PM,29.1, -OL, -OL,30.1
11/16/2022,3:09:07 PM,29.1, -OL, -OL,30.1
11/16/2022,3:09:17 PM,29.1, -OL, -OL,30.1
11/16/2022,3:09:27 PM,29.1, -OL, -OL,30.1
11/16/2022,3:09:37 PM,29.2, -OL, -OL,30.1
11/16/2022,3:09:47 PM,29.2, -OL, -OL,30.1
11/16/2022,3:09:57 PM,29.2, -OL, -OL,30.1
11/16/2022,3:10:07 PM,29.2, -OL, -OL,30.1
11/16/2022,3:10:17 PM,29.3, -OL, -OL,30.1
11/16/2022,3:10:27 PM,29.3, -OL, -OL,30.1
11/16/2022,3:10:37 PM,29.3, -OL, -OL,30.1
11/16/2022,3:10:47 PM,29.4, -OL, -OL,30.1
11/16/2022,3:10:57 PM,29.4, -OL, -OL,30.1
11/16/2022,3:11:07 PM,29.4, -OL, -OL,30.1
