11/14/2022,12:32:13 PM,27.1, -OL, -OL,29.7
11/14/2022,12:43:53 PM,32.4, -OL, -OL,30.1
11/14/2022,12:44:03 PM,32.5, -OL, -OL,30.2
11/14/2022,12:44:13 PM,32.5, -OL, -OL,30.2
11/14/2022,12:44:23 PM,32.6, -OL, -OL,30.3
11/14/2022,12:44:33 PM,32.6, -OL, -OL,30.3
11/14/2022,12:44:43 PM,32.7, -OL, -OL,30.4
11/14/2022,12:44:53 PM,32.7, -OL, -OL,30.4
11/14/2022,12:45:03 PM,32.8, -OL, -OL,30.4
11/14/2022,12:45:13 PM,32.8, -OL, -OL,30.4
11/14/2022,12:45:23 PM,32.9, -OL, -OL,30.4
11/14/2022,12:45:33 PM,32.9, -OL, -OL,30.4
11/14/2022,12:45:43 PM,33.1, -OL, -OL,30.4
11/14/2022,12:45:53 PM,33.1, -OL, -OL,30.4
11/14/2022,12:46:03 PM,33.1, -OL, -OL,30.4
11/14/2022,12:46:13 PM,33.2, -OL, -OL,30.4
11/14/2022,12:46:23 PM,33.2, -OL, -OL,30.4
11/14/2022,12:46:33 PM,33.3, -OL, -OL,30.4
11/14/2022,12:46:43 PM,33.3, -OL, -OL,30.4
11/14/2022,12:46:53 PM,33.3, -OL, -OL,30.4
11/14/2022,12:47:03 PM,33.4, -OL, -OL,30.4
