11/13/2022,3:09:21 PM,27.7, -OL, -OL,29.8
11/13/2022,3:18:41 PM,31.3, -OL, -OL,30.2
11/13/2022,3:18:51 PM,31.4, -OL, -OL,30.1
11/13/2022,3:19:01 PM,31.4, -OL, -OL,30.1
11/13/2022,3:19:11 PM,31.4, -OL, -OL,30.0
11/13/2022,3:19:21 PM,31.5, -OL, -OL,30.0
11/13/2022,3:19:31 PM,31.5, -OL, -OL,30.0
11/13/2022,3:19:41 PM,31.5, -OL, -OL,30.0
11/13/2022,3:19:51 PM,31.5, -OL, -OL,30.0
11/13/2022,3:20:01 PM,31.6, -OL, -OL,30.0
11/13/2022,3:20:11 PM,31.6, -OL, -OL,30.0
11/13/2022,3:20:21 PM,31.6, -OL, -OL,30.0
11/13/2022,3:20:31 PM,31.8, -OL, -OL,30.0
11/13/2022,3:20:41 PM,31.8, -OL, -OL,30.1
11/13/2022,3:20:51 PM,31.8, -OL, -OL,30.1
11/13/2022,3:21:01 PM,31.9, -OL, -OL,30.1
11/13/2022,3:21:11 PM,31.9, -OL, -OL,30.1
11/13/2022,3:21:21 PM,31.9, -OL, -OL,30.1
11/13/2022,3:21:31 PM,32.0, -OL, -OL,30.1
11/13/2022,3:21:41 PM,32.0, -OL, -OL,30.1
11/13/2022,3:21:51 PM,32.0, -OL, -OL,30.2
11/13/2022,3:22:01 PM,32.1, -OL, -OL,30.2
11/13/2022,3:22:11 PM,32.1, -OL, -OL,30.2
11/13/2022,3:22:21 PM,32.1, -OL, -OL,30.2
11/13/2022,3:22:31 PM,32.2, -OL, -OL,30.2
11/13/2022,3:22:41 PM,32.2, -OL, -OL,30.2
11/13/2022,3:22:51 PM,32.2, -OL, -OL,30.2
11/13/2022,3:23:01 PM,32.2, -OL, -OL,30.2
11/13/2022,3:23:11 PM,32.3, -OL, -OL,30.3
11/13/2022,3:23:21 PM,32.3, -OL, -OL,30.3
11/13/2022,3:23:31 PM,32.3, -OL, -OL,30.3
11/13/2022,3:23:41 PM,32.4, -OL, -OL,30.3
11/13/2022,3:23:51 PM,32.4, -OL, -OL,30.3
11/13/2022,3:24:01 PM,32.4, -OL, -OL,30.3
11/13/2022,3:24:11 PM,32.4, -OL, -OL,30.3
