11/13/2022,3:09:21 PM,27.7, -OL, -OL,29.8
11/13/2022,3:09:31 PM,27.8, -OL, -OL,30.1
11/13/2022,3:09:41 PM,27.9, -OL, -OL,30.2
11/13/2022,3:09:51 PM,28.1, -OL, -OL,30.3
11/13/2022,3:10:01 PM,28.2, -OL, -OL,30.3
11/13/2022,3:10:11 PM,28.3, -OL, -OL,30.4
11/13/2022,3:10:21 PM,28.3, -OL, -OL,30.4
11/13/2022,3:10:31 PM,28.4, -OL, -OL,30.4
11/13/2022,3:10:41 PM,28.6, -OL, -OL,30.4
11/13/2022,3:10:51 PM,28.7, -OL, -OL,30.4
11/13/2022,3:11:01 PM,28.7, -OL, -OL,30.4
11/13/2022,3:11:11 PM,28.8, -OL, -OL,30.4
11/13/2022,3:11:21 PM,28.9, -OL, -OL,30.3
11/13/2022,3:11:31 PM,28.9, -OL, -OL,30.3
11/13/2022,3:11:41 PM,29.1, -OL, -OL,30.2
11/13/2022,3:11:51 PM,29.1, -OL, -OL,30.2
11/13/2022,3:12:01 PM,29.2, -OL, -OL,30.1
11/13/2022,3:12:11 PM,29.3, -OL, -OL,30.1
11/13/2022,3:12:21 PM,29.3, -OL, -OL,29.9
11/13/2022,3:12:31 PM,29.4, -OL, -OL,29.9
11/13/2022,3:12:41 PM,29.4, -OL, -OL,29.9
11/13/2022,3:12:51 PM,29.6, -OL, -OL,29.8
11/13/2022,3:13:01 PM,29.6, -OL, -OL,29.8
11/13/2022,3:13:11 PM,29.7, -OL, -OL,29.8
11/13/2022,3:13:21 PM,29.7, -OL, -OL,29.8
11/13/2022,3:13:31 PM,29.8, -OL, -OL,29.8
11/13/2022,3:13:41 PM,29.8, -OL, -OL,29.8
11/13/2022,3:13:51 PM,29.9, -OL, -OL,29.9
11/13/2022,3:14:01 PM,29.9, -OL, -OL,29.9
11/13/2022,3:14:11 PM,29.9, -OL, -OL,29.9
11/13/2022,3:14:21 PM,30.1, -OL, -OL,30.1
11/13/2022,3:14:31 PM,30.1, -OL, -OL,30.1
11/13/2022,3:14:41 PM,30.2, -OL, -OL,30.1
11/13/2022,3:14:51 PM,30.2, -OL, -OL,30.1
11/13/2022,3:15:01 PM,30.3, -OL, -OL,30.2
11/13/2022,3:15:11 PM,30.3, -OL, -OL,30.2
11/13/2022,3:15:21 PM,30.4, -OL, -OL,30.2
11/13/2022,3:15:31 PM,30.4, -OL, -OL,30.2
11/13/2022,3:15:41 PM,30.4, -OL, -OL,30.3
11/13/2022,3:15:51 PM,30.6, -OL, -OL,30.3
11/13/2022,3:16:01 PM,30.6, -OL, -OL,30.3
11/13/2022,3:16:11 PM,30.7, -OL, -OL,30.3
11/13/2022,3:16:21 PM,30.7, -OL, -OL,30.3
11/13/2022,3:16:31 PM,30.8, -OL, -OL,30.3
11/13/2022,3:16:41 PM,30.8, -OL, -OL,30.4
11/13/2022,3:16:51 PM,30.8, -OL, -OL,30.4
11/13/2022,3:17:01 PM,30.9, -OL, -OL,30.4
11/13/2022,3:17:11 PM,30.9, -OL, -OL,30.4
11/13/2022,3:17:21 PM,31.0, -OL, -OL,30.4
11/13/2022,3:17:31 PM,31.0, -OL, -OL,30.4
11/13/2022,3:17:41 PM,31.0, -OL, -OL,30.4
11/13/2022,3:17:51 PM,31.2, -OL, -OL,30.4
11/13/2022,3:18:01 PM,31.2, -OL, -OL,30.4
11/13/2022,3:18:11 PM,31.2, -OL, -OL,30.3
11/13/2022,3:18:21 PM,31.3, -OL, -OL,30.3
11/13/2022,3:18:31 PM,31.3, -OL, -OL,30.2
