11/11/2022,6:04:30 PM,27.1, -OL, -OL,30.0
11/11/2022,6:10:50 PM,30.0, -OL, -OL,30.3
11/11/2022,6:11:00 PM,30.1, -OL, -OL,30.3
11/11/2022,6:11:10 PM,30.1, -OL, -OL,30.3
11/11/2022,6:11:20 PM,30.2, -OL, -OL,30.3
11/11/2022,6:11:30 PM,30.2, -OL, -OL,30.3
11/11/2022,6:11:40 PM,30.2, -OL, -OL,30.3
11/11/2022,6:11:50 PM,30.3, -OL, -OL,30.3
11/11/2022,6:12:00 PM,30.3, -OL, -OL,30.3
11/11/2022,6:12:10 PM,30.4, -OL, -OL,30.3
11/11/2022,6:12:20 PM,30.4, -OL, -OL,30.3
11/11/2022,6:12:30 PM,30.6, -OL, -OL,30.3
11/11/2022,6:12:40 PM,30.6, -OL, -OL,30.3
11/11/2022,6:12:50 PM,30.7, -OL, -OL,30.3
11/11/2022,6:13:00 PM,30.7, -OL, -OL,30.3
11/11/2022,6:13:10 PM,30.8, -OL, -OL,30.3
11/11/2022,6:13:20 PM,30.8, -OL, -OL,30.5
11/11/2022,6:13:30 PM,30.8, -OL, -OL,30.5
11/11/2022,6:13:40 PM,31.0, -OL, -OL,30.5
11/11/2022,6:13:50 PM,31.0, -OL, -OL,30.5
11/11/2022,6:14:00 PM,31.0, -OL, -OL,30.5
11/11/2022,6:14:10 PM,31.1, -OL, -OL,30.5
11/11/2022,6:14:20 PM,31.1, -OL, -OL,30.5
11/11/2022,6:14:30 PM,31.2, -OL, -OL,30.5
11/11/2022,6:14:40 PM,31.2, -OL, -OL,30.5
11/11/2022,6:14:50 PM,31.3, -OL, -OL,30.5
11/11/2022,6:15:00 PM,31.3, -OL, -OL,30.5
11/11/2022,6:15:10 PM,31.3, -OL, -OL,30.5
11/11/2022,6:15:20 PM,31.4, -OL, -OL,30.5
11/11/2022,6:15:30 PM,31.4, -OL, -OL,30.3
11/11/2022,6:15:40 PM,31.6, -OL, -OL,30.3
11/11/2022,6:15:50 PM,31.6, -OL, -OL,30.2
11/11/2022,6:16:00 PM,31.6, -OL, -OL,30.2
11/11/2022,6:16:10 PM,31.7, -OL, -OL,30.1
11/11/2022,6:16:20 PM,31.7, -OL, -OL,30.1
11/11/2022,6:16:30 PM,31.7, -OL, -OL,30.1
11/11/2022,6:16:40 PM,31.8, -OL, -OL,30.1
11/11/2022,6:16:50 PM,31.8, -OL, -OL,30.1
11/11/2022,6:17:00 PM,31.8, -OL, -OL,30.1
11/11/2022,6:17:10 PM,31.9, -OL, -OL,30.1
11/11/2022,6:17:20 PM,31.9, -OL, -OL,30.1
11/11/2022,6:17:30 PM,31.9, -OL, -OL,30.1
11/11/2022,6:17:40 PM,32.1, -OL, -OL,30.1
11/11/2022,6:17:50 PM,32.1, -OL, -OL,30.1
11/11/2022,6:18:00 PM,32.1, -OL, -OL,30.2
11/11/2022,6:18:10 PM,32.2, -OL, -OL,30.2
11/11/2022,6:18:20 PM,32.2, -OL, -OL,30.2
11/11/2022,6:18:30 PM,32.2, -OL, -OL,30.2
11/11/2022,6:18:40 PM,32.3, -OL, -OL,30.4
11/11/2022,6:18:50 PM,32.3, -OL, -OL,30.4
11/11/2022,6:19:00 PM,32.3, -OL, -OL,30.4
11/11/2022,6:19:10 PM,32.4, -OL, -OL,30.4
11/11/2022,6:19:20 PM,32.4, -OL, -OL,30.4
