11/14/2022,3:23:00 PM,27.4, -OL, -OL,29.6
11/14/2022,3:28:20 PM,30.0, -OL, -OL,30.4
11/14/2022,3:28:30 PM,30.2, -OL, -OL,30.4
11/14/2022,3:28:40 PM,30.2, -OL, -OL,30.4
11/14/2022,3:28:50 PM,30.2, -OL, -OL,30.4
11/14/2022,3:29:00 PM,30.3, -OL, -OL,30.4
11/14/2022,3:29:10 PM,30.3, -OL, -OL,30.4
11/14/2022,3:29:20 PM,30.4, -OL, -OL,30.4
11/14/2022,3:29:30 PM,30.4, -OL, -OL,30.4
11/14/2022,3:29:40 PM,30.5, -OL, -OL,30.4
11/14/2022,3:29:50 PM,30.5, -OL, -OL,30.4
11/14/2022,3:30:00 PM,30.5, -OL, -OL,30.4
11/14/2022,3:30:10 PM,30.6, -OL, -OL,30.4
11/14/2022,3:30:20 PM,30.6, -OL, -OL,30.4
11/14/2022,3:30:30 PM,30.7, -OL, -OL,30.4
11/14/2022,3:30:40 PM,30.7, -OL, -OL,30.4
11/14/2022,3:30:50 PM,30.7, -OL, -OL,30.4
11/14/2022,3:31:00 PM,30.8, -OL, -OL,30.4
11/14/2022,3:31:10 PM,30.8, -OL, -OL,30.6
11/14/2022,3:31:20 PM,30.8, -OL, -OL,30.6
11/14/2022,3:31:30 PM,31.0, -OL, -OL,30.6
11/14/2022,3:31:40 PM,31.0, -OL, -OL,30.6
11/14/2022,3:31:50 PM,31.1, -OL, -OL,30.6
11/14/2022,3:32:00 PM,31.1, -OL, -OL,30.6
11/14/2022,3:32:10 PM,31.1, -OL, -OL,30.7
11/14/2022,3:32:20 PM,31.2, -OL, -OL,30.7
11/14/2022,3:32:30 PM,31.2, -OL, -OL,30.7
11/14/2022,3:32:40 PM,31.2, -OL, -OL,30.7
11/14/2022,3:32:50 PM,31.4, -OL, -OL,30.7
11/14/2022,3:33:00 PM,31.4, -OL, -OL,30.7
11/14/2022,3:33:10 PM,31.4, -OL, -OL,30.7
11/14/2022,3:33:20 PM,31.5, -OL, -OL,30.7
11/14/2022,3:33:30 PM,31.5, -OL, -OL,30.6
11/14/2022,3:33:40 PM,31.5, -OL, -OL,30.6
11/14/2022,3:33:50 PM,31.5, -OL, -OL,30.4
11/14/2022,3:34:00 PM,31.6, -OL, -OL,30.4
11/14/2022,3:34:10 PM,31.6, -OL, -OL,30.3
11/14/2022,3:34:20 PM,31.6, -OL, -OL,30.3
11/14/2022,3:34:30 PM,31.6, -OL, -OL,30.2
11/14/2022,3:34:40 PM,31.8, -OL, -OL,30.1
11/14/2022,3:34:50 PM,31.8, -OL, -OL,30.1
11/14/2022,3:35:00 PM,31.8, -OL, -OL,30.1
11/14/2022,3:35:10 PM,31.8, -OL, -OL,29.9
11/14/2022,3:35:20 PM,31.9, -OL, -OL,29.9
11/14/2022,3:35:30 PM,31.9, -OL, -OL,29.9
11/14/2022,3:35:40 PM,31.9, -OL, -OL,29.9
11/14/2022,3:35:50 PM,32.0, -OL, -OL,30.1
11/14/2022,3:36:00 PM,32.0, -OL, -OL,30.1
11/14/2022,3:36:10 PM,32.0, -OL, -OL,30.1
11/14/2022,3:36:20 PM,32.0, -OL, -OL,30.1
11/14/2022,3:36:30 PM,32.1, -OL, -OL,30.2
11/14/2022,3:36:40 PM,32.1, -OL, -OL,30.2
11/14/2022,3:36:50 PM,32.1, -OL, -OL,30.2
11/14/2022,3:37:00 PM,32.2, -OL, -OL,30.2
11/14/2022,3:37:10 PM,32.2, -OL, -OL,30.2
11/14/2022,3:37:20 PM,32.2, -OL, -OL,30.3
11/14/2022,3:37:30 PM,32.2, -OL, -OL,30.3
11/14/2022,3:37:40 PM,32.3, -OL, -OL,30.3
11/14/2022,3:37:50 PM,32.3, -OL, -OL,30.3
