11/11/2022,6:37:30 PM,27.2, -OL, -OL,29.9
11/11/2022,6:37:40 PM,27.4, -OL, -OL,30.1
11/11/2022,6:37:50 PM,27.7, -OL, -OL,30.1
11/11/2022,6:38:00 PM,28.1, -OL, -OL,30.1
11/11/2022,6:38:10 PM,28.2, -OL, -OL,30.1
11/11/2022,6:38:20 PM,28.5, -OL, -OL,30.1
11/11/2022,6:38:30 PM,28.8, -OL, -OL,30.1
11/11/2022,6:38:40 PM,29.1, -OL, -OL,30.1
11/11/2022,6:38:50 PM,29.3, -OL, -OL,30.1
11/11/2022,6:39:00 PM,29.4, -OL, -OL,29.9
11/11/2022,6:39:10 PM,29.7, -OL, -OL,29.9
11/11/2022,6:39:20 PM,29.9, -OL, -OL,29.9
11/11/2022,6:39:30 PM,30.2, -OL, -OL,29.8
11/11/2022,6:39:40 PM,30.3, -OL, -OL,29.8
11/11/2022,6:39:50 PM,30.6, -OL, -OL,29.8
11/11/2022,6:40:00 PM,30.7, -OL, -OL,29.8
11/11/2022,6:40:10 PM,30.9, -OL, -OL,29.8
11/11/2022,6:40:20 PM,31.1, -OL, -OL,29.9
11/11/2022,6:40:30 PM,31.3, -OL, -OL,29.9
11/11/2022,6:40:40 PM,31.4, -OL, -OL,30.1
11/11/2022,6:40:50 PM,31.7, -OL, -OL,30.1
11/11/2022,6:41:00 PM,31.8, -OL, -OL,30.1
11/11/2022,6:41:10 PM,31.9, -OL, -OL,30.2
11/11/2022,6:41:20 PM,32.1, -OL, -OL,30.2
11/11/2022,6:41:30 PM,32.2, -OL, -OL,30.2
11/11/2022,6:41:40 PM,32.4, -OL, -OL,30.3
11/11/2022,6:41:50 PM,32.6, -OL, -OL,30.3
11/11/2022,6:42:00 PM,32.7, -OL, -OL,30.3
11/11/2022,6:42:10 PM,32.8, -OL, -OL,30.4
11/11/2022,6:42:20 PM,32.9, -OL, -OL,30.4
11/11/2022,6:42:30 PM,33.1, -OL, -OL,30.4
11/11/2022,6:42:40 PM,33.2, -OL, -OL,30.4
11/11/2022,6:42:50 PM,33.3, -OL, -OL,30.4
11/11/2022,6:43:00 PM,33.4, -OL, -OL,30.4
11/11/2022,6:43:10 PM,33.6, -OL, -OL,30.4
11/11/2022,6:43:20 PM,33.7, -OL, -OL,30.4
11/11/2022,6:43:30 PM,33.8, -OL, -OL,30.4
11/11/2022,6:43:40 PM,33.9, -OL, -OL,30.4
11/11/2022,6:43:50 PM,34.1, -OL, -OL,30.4
11/11/2022,6:44:00 PM,34.2, -OL, -OL,30.6
11/11/2022,6:44:10 PM,34.3, -OL, -OL,30.6
11/11/2022,6:44:20 PM,34.4, -OL, -OL,30.6
11/11/2022,6:44:30 PM,34.6, -OL, -OL,30.6
11/11/2022,6:44:40 PM,34.6, -OL, -OL,30.6
11/11/2022,6:44:50 PM,34.7, -OL, -OL,30.6
11/11/2022,6:45:00 PM,34.8, -OL, -OL,30.6
11/11/2022,6:45:10 PM,34.9, -OL, -OL,30.6
11/11/2022,6:45:20 PM,35.1, -OL, -OL,30.6
11/11/2022,6:45:30 PM,35.2, -OL, -OL,30.6
11/11/2022,6:45:40 PM,35.2, -OL, -OL,30.4
11/11/2022,6:45:50 PM,35.3, -OL, -OL,30.4
11/11/2022,6:46:00 PM,35.4, -OL, -OL,30.4
11/11/2022,6:46:10 PM,35.6, -OL, -OL,30.4
11/11/2022,6:46:20 PM,35.7, -OL, -OL,30.4
11/11/2022,6:46:30 PM,35.7, -OL, -OL,30.4
11/11/2022,6:46:40 PM,35.8, -OL, -OL,30.4
11/11/2022,6:46:50 PM,35.9, -OL, -OL,30.4
11/11/2022,6:47:00 PM,36.1, -OL, -OL,30.4
11/11/2022,6:47:10 PM,36.1, -OL, -OL,30.4
11/11/2022,6:47:20 PM,36.2, -OL, -OL,30.4
11/11/2022,6:47:30 PM,36.3, -OL, -OL,30.4
11/11/2022,6:47:40 PM,36.4, -OL, -OL,30.4
11/11/2022,6:47:50 PM,36.4, -OL, -OL,30.4
11/11/2022,6:48:00 PM,36.6, -OL, -OL,30.4
11/11/2022,6:48:10 PM,36.7, -OL, -OL,30.4
11/11/2022,6:48:20 PM,36.7, -OL, -OL,30.4
11/11/2022,6:48:30 PM,36.8, -OL, -OL,30.6
11/11/2022,6:48:40 PM,36.9, -OL, -OL,30.6
11/11/2022,6:48:50 PM,36.9, -OL, -OL,30.6
11/11/2022,6:49:00 PM,37.0, -OL, -OL,30.6
11/11/2022,6:49:10 PM,37.2, -OL, -OL,30.6
11/11/2022,6:49:20 PM,37.2, -OL, -OL,30.6
11/11/2022,6:49:30 PM,37.3, -OL, -OL,30.6
11/11/2022,6:49:40 PM,37.4, -OL, -OL,30.6
11/11/2022,6:49:50 PM,37.4, -OL, -OL,30.6
11/11/2022,6:50:00 PM,37.5, -OL, -OL,30.6
11/11/2022,6:50:10 PM,37.5, -OL, -OL,30.4
11/11/2022,6:50:20 PM,37.6, -OL, -OL,30.4
11/11/2022,6:50:30 PM,37.7, -OL, -OL,30.3
11/11/2022,6:50:40 PM,37.7, -OL, -OL,30.3
11/11/2022,6:50:50 PM,37.8, -OL, -OL,30.2
11/11/2022,6:51:00 PM,37.8, -OL, -OL,30.2
11/11/2022,6:51:10 PM,38.0, -OL, -OL,30.1
11/11/2022,6:51:20 PM,38.1, -OL, -OL,30.1
11/11/2022,6:51:30 PM,38.1, -OL, -OL,30.1
11/11/2022,6:51:40 PM,38.2, -OL, -OL,30.1
11/11/2022,6:51:50 PM,38.2, -OL, -OL,30.1
11/11/2022,6:52:00 PM,38.3, -OL, -OL,30.1
11/11/2022,6:52:10 PM,38.3, -OL, -OL,30.1
11/11/2022,6:52:20 PM,38.4, -OL, -OL,30.1
