11/13/2022,4:29:14 PM,27.7, -OL, -OL,29.7
11/13/2022,4:39:54 PM,31.5, -OL, -OL,30.3
11/13/2022,4:40:04 PM,31.6, -OL, -OL,30.3
11/13/2022,4:40:14 PM,31.6, -OL, -OL,30.3
11/13/2022,4:40:24 PM,31.6, -OL, -OL,30.3
11/13/2022,4:40:34 PM,31.7, -OL, -OL,30.3
11/13/2022,4:40:44 PM,31.7, -OL, -OL,30.3
11/13/2022,4:40:54 PM,31.7, -OL, -OL,30.3
11/13/2022,4:41:04 PM,31.7, -OL, -OL,30.4
11/13/2022,4:41:14 PM,31.9, -OL, -OL,30.4
11/13/2022,4:41:24 PM,31.9, -OL, -OL,30.4
11/13/2022,4:41:34 PM,31.9, -OL, -OL,30.4
11/13/2022,4:41:44 PM,31.9, -OL, -OL,30.4
11/13/2022,4:41:54 PM,32.0, -OL, -OL,30.4
11/13/2022,4:42:04 PM,32.0, -OL, -OL,30.4
11/13/2022,4:42:14 PM,32.0, -OL, -OL,30.3
11/13/2022,4:42:24 PM,32.1, -OL, -OL,30.3
11/13/2022,4:42:34 PM,32.1, -OL, -OL,30.2
11/13/2022,4:42:44 PM,32.1, -OL, -OL,30.2
11/13/2022,4:42:54 PM,32.1, -OL, -OL,30.1
11/13/2022,4:43:04 PM,32.2, -OL, -OL,30.1
11/13/2022,4:43:14 PM,32.2, -OL, -OL,30.0
11/13/2022,4:43:24 PM,32.2, -OL, -OL,30.0
11/13/2022,4:43:34 PM,32.2, -OL, -OL,29.9
11/13/2022,4:43:44 PM,32.3, -OL, -OL,29.9
11/13/2022,4:43:54 PM,32.3, -OL, -OL,29.9
11/13/2022,4:44:04 PM,32.3, -OL, -OL,29.8
