11/13/2022,4:57:08 PM,27.7, -OL, -OL,29.7
11/13/2022,4:57:18 PM,28.2, -OL, -OL,29.9
11/13/2022,4:57:28 PM,28.3, -OL, -OL,30.0
11/13/2022,4:57:38 PM,28.7, -OL, -OL,30.1
11/13/2022,4:57:48 PM,28.9, -OL, -OL,30.3
11/13/2022,4:57:58 PM,29.1, -OL, -OL,30.4
11/13/2022,4:58:08 PM,29.3, -OL, -OL,30.4
11/13/2022,4:58:18 PM,29.4, -OL, -OL,30.4
11/13/2022,4:58:28 PM,29.8, -OL, -OL,30.5
11/13/2022,4:58:38 PM,29.9, -OL, -OL,30.5
11/13/2022,4:58:48 PM,30.0, -OL, -OL,30.5
11/13/2022,4:58:58 PM,30.2, -OL, -OL,30.5
11/13/2022,4:59:08 PM,30.4, -OL, -OL,30.5
11/13/2022,4:59:18 PM,30.6, -OL, -OL,30.3
11/13/2022,4:59:28 PM,30.7, -OL, -OL,30.3
11/13/2022,4:59:38 PM,30.8, -OL, -OL,30.3
11/13/2022,4:59:48 PM,30.9, -OL, -OL,30.2
11/13/2022,4:59:58 PM,31.1, -OL, -OL,30.2
11/13/2022,5:00:08 PM,31.2, -OL, -OL,30.1
11/13/2022,5:00:18 PM,31.3, -OL, -OL,30.1
11/13/2022,5:00:28 PM,31.4, -OL, -OL,30.0
11/13/2022,5:00:38 PM,31.6, -OL, -OL,30.0
11/13/2022,5:00:48 PM,31.7, -OL, -OL,29.9
11/13/2022,5:00:58 PM,31.8, -OL, -OL,29.9
11/13/2022,5:01:08 PM,31.9, -OL, -OL,29.9
11/13/2022,5:01:18 PM,32.1, -OL, -OL,29.8
11/13/2022,5:01:28 PM,32.2, -OL, -OL,29.8
11/13/2022,5:01:38 PM,32.3, -OL, -OL,29.8
11/13/2022,5:01:48 PM,32.4, -OL, -OL,29.8
11/13/2022,5:01:58 PM,32.6, -OL, -OL,29.8
11/13/2022,5:02:08 PM,32.6, -OL, -OL,29.9
11/13/2022,5:02:18 PM,32.7, -OL, -OL,30.0
11/13/2022,5:02:28 PM,32.8, -OL, -OL,30.0
11/13/2022,5:02:38 PM,32.9, -OL, -OL,30.1
11/13/2022,5:02:48 PM,33.1, -OL, -OL,30.1
11/13/2022,5:02:58 PM,33.2, -OL, -OL,30.3
11/13/2022,5:03:08 PM,33.2, -OL, -OL,30.3
11/13/2022,5:03:18 PM,33.3, -OL, -OL,30.3
11/13/2022,5:03:28 PM,33.4, -OL, -OL,30.3
11/13/2022,5:03:38 PM,33.6, -OL, -OL,30.4
11/13/2022,5:03:48 PM,33.7, -OL, -OL,30.4
11/13/2022,5:03:58 PM,33.7, -OL, -OL,30.4
11/13/2022,5:04:08 PM,33.8, -OL, -OL,30.4
11/13/2022,5:04:18 PM,33.9, -OL, -OL,30.4
11/13/2022,5:04:28 PM,33.9, -OL, -OL,30.4
11/13/2022,5:04:38 PM,34.1, -OL, -OL,30.4
11/13/2022,5:04:48 PM,34.2, -OL, -OL,30.4
11/13/2022,5:04:58 PM,34.2, -OL, -OL,30.4
11/13/2022,5:05:08 PM,34.3, -OL, -OL,30.4
11/13/2022,5:05:18 PM,34.4, -OL, -OL,30.4
11/13/2022,5:05:28 PM,34.6, -OL, -OL,30.5
11/13/2022,5:05:38 PM,34.6, -OL, -OL,30.5
11/13/2022,5:05:48 PM,34.7, -OL, -OL,30.5
11/13/2022,5:05:58 PM,34.8, -OL, -OL,30.5
11/13/2022,5:06:08 PM,34.8, -OL, -OL,30.5
11/13/2022,5:06:18 PM,34.8, -OL, -OL,30.5
11/13/2022,5:06:28 PM,34.9, -OL, -OL,30.5
11/13/2022,5:06:38 PM,35.1, -OL, -OL,30.5
11/13/2022,5:06:48 PM,35.1, -OL, -OL,30.5
11/13/2022,5:06:58 PM,35.2, -OL, -OL,30.3
11/13/2022,5:07:08 PM,35.2, -OL, -OL,30.3
11/13/2022,5:07:18 PM,35.3, -OL, -OL,30.2
11/13/2022,5:07:28 PM,35.4, -OL, -OL,30.2
11/13/2022,5:07:38 PM,35.4, -OL, -OL,30.1
11/13/2022,5:07:48 PM,35.6, -OL, -OL,30.1
11/13/2022,5:07:58 PM,35.6, -OL, -OL,30.1
11/13/2022,5:08:08 PM,35.7, -OL, -OL,30.1
11/13/2022,5:08:18 PM,35.7, -OL, -OL,30.0
11/13/2022,5:08:28 PM,35.8, -OL, -OL,30.0
11/13/2022,5:08:38 PM,35.8, -OL, -OL,30.0
11/13/2022,5:08:48 PM,35.9, -OL, -OL,30.0
11/13/2022,5:08:58 PM,35.9, -OL, -OL,30.1
11/13/2022,5:09:08 PM,36.1, -OL, -OL,30.1
11/13/2022,5:09:18 PM,36.1, -OL, -OL,30.2
11/13/2022,5:09:28 PM,36.2, -OL, -OL,30.2
11/13/2022,5:09:38 PM,36.2, -OL, -OL,30.3
11/13/2022,5:09:48 PM,36.3, -OL, -OL,30.3
11/13/2022,5:09:58 PM,36.3, -OL, -OL,30.3
11/13/2022,5:10:08 PM,36.4, -OL, -OL,30.5
11/13/2022,5:10:18 PM,36.6, -OL, -OL,30.5
11/13/2022,5:10:28 PM,36.6, -OL, -OL,30.5
11/13/2022,5:10:38 PM,36.7, -OL, -OL,30.5
11/13/2022,5:10:48 PM,36.7, -OL, -OL,30.5
11/13/2022,5:10:58 PM,36.8, -OL, -OL,30.6
11/13/2022,5:11:08 PM,36.8, -OL, -OL,30.6
11/13/2022,5:11:18 PM,36.9, -OL, -OL,30.6
11/13/2022,5:11:28 PM,36.9, -OL, -OL,30.6
11/13/2022,5:11:38 PM,37.0, -OL, -OL,30.6
11/13/2022,5:11:48 PM,37.0, -OL, -OL,30.6
11/13/2022,5:11:58 PM,37.0, -OL, -OL,30.6
