11/11/2022,2:30:28 PM,27.7, -OL, -OL,29.8
11/11/2022,2:38:18 PM,30.6, -OL, -OL,30.1
11/11/2022,2:38:28 PM,30.7, -OL, -OL,29.9
11/11/2022,2:38:38 PM,30.7, -OL, -OL,29.9
11/11/2022,2:38:48 PM,30.7, -OL, -OL,29.8
11/11/2022,2:38:58 PM,30.7, -OL, -OL,29.8
11/11/2022,2:39:08 PM,30.8, -OL, -OL,29.8
11/11/2022,2:39:18 PM,30.8, -OL, -OL,29.8
11/11/2022,2:39:28 PM,30.9, -OL, -OL,29.8
11/11/2022,2:39:38 PM,30.9, -OL, -OL,29.8
11/11/2022,2:39:48 PM,30.9, -OL, -OL,29.8
11/11/2022,2:39:58 PM,31.0, -OL, -OL,29.8
11/11/2022,2:40:08 PM,31.0, -OL, -OL,29.9
11/11/2022,2:40:18 PM,31.0, -OL, -OL,29.9
11/11/2022,2:40:28 PM,31.1, -OL, -OL,30.1
11/11/2022,2:40:38 PM,31.1, -OL, -OL,30.1
11/11/2022,2:40:48 PM,31.2, -OL, -OL,30.2
11/11/2022,2:40:58 PM,31.2, -OL, -OL,30.2
11/11/2022,2:41:08 PM,31.2, -OL, -OL,30.3
11/11/2022,2:41:18 PM,31.4, -OL, -OL,30.3
11/11/2022,2:41:28 PM,31.4, -OL, -OL,30.3
11/11/2022,2:41:38 PM,31.4, -OL, -OL,30.3
11/11/2022,2:41:48 PM,31.5, -OL, -OL,30.4
11/11/2022,2:41:58 PM,31.5, -OL, -OL,30.4
11/11/2022,2:42:08 PM,31.5, -OL, -OL,30.4
11/11/2022,2:42:18 PM,31.6, -OL, -OL,30.4
11/11/2022,2:42:28 PM,31.6, -OL, -OL,30.4
11/11/2022,2:42:38 PM,31.6, -OL, -OL,30.4
11/11/2022,2:42:48 PM,31.7, -OL, -OL,30.6
11/11/2022,2:42:58 PM,31.7, -OL, -OL,30.6
11/11/2022,2:43:08 PM,31.8, -OL, -OL,30.6
11/11/2022,2:43:18 PM,31.8, -OL, -OL,30.6
11/11/2022,2:43:28 PM,31.8, -OL, -OL,30.6
11/11/2022,2:43:38 PM,31.9, -OL, -OL,30.6
11/11/2022,2:43:48 PM,31.9, -OL, -OL,30.6
11/11/2022,2:43:58 PM,31.9, -OL, -OL,30.7
11/11/2022,2:44:08 PM,31.9, -OL, -OL,30.7
11/11/2022,2:44:18 PM,32.1, -OL, -OL,30.7
11/11/2022,2:44:28 PM,32.1, -OL, -OL,30.7
11/11/2022,2:44:38 PM,32.1, -OL, -OL,30.7
11/11/2022,2:44:48 PM,32.2, -OL, -OL,30.7
11/11/2022,2:44:58 PM,32.2, -OL, -OL,30.7
11/11/2022,2:45:08 PM,32.2, -OL, -OL,30.6
11/11/2022,2:45:18 PM,32.3, -OL, -OL,30.6
