11/13/2022,1:43:22 PM,27.7, -OL, -OL,29.7
11/13/2022,1:43:32 PM,27.7, -OL, -OL,29.8
11/13/2022,1:43:42 PM,27.8, -OL, -OL,29.8
11/13/2022,1:43:52 PM,27.8, -OL, -OL,30.0
11/13/2022,1:44:02 PM,27.9, -OL, -OL,30.0
11/13/2022,1:44:12 PM,27.9, -OL, -OL,30.0
11/13/2022,1:44:22 PM,28.1, -OL, -OL,30.0
11/13/2022,1:44:32 PM,28.2, -OL, -OL,30.0
11/13/2022,1:44:42 PM,28.2, -OL, -OL,30.0
11/13/2022,1:44:52 PM,28.3, -OL, -OL,30.0
11/13/2022,1:45:02 PM,28.4, -OL, -OL,29.9
11/13/2022,1:45:12 PM,28.4, -OL, -OL,29.9
11/13/2022,1:45:22 PM,28.6, -OL, -OL,29.7
11/13/2022,1:45:32 PM,28.6, -OL, -OL,29.7
11/13/2022,1:45:42 PM,28.7, -OL, -OL,29.7
11/13/2022,1:45:52 PM,28.8, -OL, -OL,29.7
11/13/2022,1:46:02 PM,28.8, -OL, -OL,29.7
11/13/2022,1:46:12 PM,29.0, -OL, -OL,29.7
11/13/2022,1:46:22 PM,29.0, -OL, -OL,29.7
11/13/2022,1:46:32 PM,29.1, -OL, -OL,29.9
11/13/2022,1:46:42 PM,29.2, -OL, -OL,29.9
11/13/2022,1:46:52 PM,29.2, -OL, -OL,30.0
11/13/2022,1:47:02 PM,29.3, -OL, -OL,30.0
11/13/2022,1:47:12 PM,29.3, -OL, -OL,30.1
11/13/2022,1:47:22 PM,29.5, -OL, -OL,30.1
11/13/2022,1:47:32 PM,29.5, -OL, -OL,30.2
11/13/2022,1:47:42 PM,29.6, -OL, -OL,30.2
11/13/2022,1:47:52 PM,29.6, -OL, -OL,30.2
11/13/2022,1:48:02 PM,29.7, -OL, -OL,30.3
11/13/2022,1:48:12 PM,29.7, -OL, -OL,30.3
11/13/2022,1:48:22 PM,29.8, -OL, -OL,30.3
